,,,,,,,,,,,,,Nico tablet,Gina Tablet,,,
Kin22-SunRilHR-2100,Parent,Parent,27.5.4,NC08-23383,-,VA-91,2100,2,4/11/2022,101,,,R,,0,85,
Kin22-SunRilHR-2101,UX1995,NC8248-1/NC08-23383,27.6.1,UX1995-144,-,.,2101,3,4/4/2022,94,,,R10,,3,90,
Kin22-SunRilHR-2102,Parent,Parent,27.6.2,TX12D4896,+,R-19.1.4,2102,3,4/7/2022,97,,,R,,0,90,
Kin22-SunRilHR-2103,UX1995,NC8248-1/NC08-23383,27.6.3,UX1995-188,+,.,2103,1,4/12/2022,102,,,R,,2,75,
Kin22-SunRilHR-2104,UX1995,NC8248-1/NC08-23383,27.6.4,UX1995-183,+,.,2104,2,4/13/2022,103,,,R,,0,75,
Kin22-SunRilHR-2105,UX1995,NC8248-1/NC08-23383,27.7.1,UX1995-117,+,.,2105,2,4/12/2022,102,,,R30,,3,95,
Kin22-SunRilHR-2106,UX1995,NC8248-1/NC08-23383,27.7.2,UX1995-150,-,.,2106,3,4/2/2022,92,,,R,,0,85,
Kin22-SunRilHR-2107,UX1995,NC8248-1/NC08-23383,27.7.3,UX1995-20,-,.,2107,3,3/31/2022,90,,,R,,0,75,
Kin22-SunRilHR-2108,UX1995,NC8248-1/NC08-23383,27.7.4,UX1995-62,-,.,2108,4,4/2/2022,92,something else killed a lot,,R10,,0,75,
Kin22-SunRilHR-2109,UX1995,NC8248-1/NC08-23383,27.8.1,UX1995-10,+,.,2109,3,4/5/2022,95,,,R,,0,80,
Kin22-SunRilHR-2110,UX1995,NC8248-1/NC08-23383,27.8.2,UX1995-160,-,.,2110,3,3/31/2022,90,,,R10,,0,85,
Kin22-SunRilHR-2111,Parent,Parent,27.8.3,GA05450-EL52,+,R-10.1.2,2111,2,4/4/2022,94,,,R10,,1,85,
Kin22-SunRilHR-2112,UX1995,NC8248-1/NC08-23383,27.8.4,UX1995-70,+,.,2112,3,4/5/2022,95,,,R10,,0,95,
Kin22-SunRilHR-2113,UX1995,NC8248-1/NC08-23383,27.9.1,UX1995-123,+,.,2113,2,4/13/2022,103,,,R,,1,95,
Kin22-SunRilHR-2114,UX1995,NC8248-1/NC08-23383,27.9.2,UX1995-168,-,.,2114,4,3/29/2022,88,,,R10,,1,75,
Kin22-SunRilHR-2115,UX1995,NC8248-1/NC08-23383,27.9.3,UX1995-142,+,.,2115,2,4/6/2022,96,,,R,,0,100,
Kin22-SunRilHR-2116,UX1995,NC8248-1/NC08-23383,27.9.4,UX1995-104,*,.,2116,3,4/3/2022,93,,,R,,1,95,
Kin22-SunRilHR-2117,Parent,Parent,27.10.1,NC8248-1,+,R-5.1.4,2117,3,4/1/2022,91,,,S30,,1,85,
Kin22-SunRilHR-2118,UX1995,NC8248-1/NC08-23383,27.10.2,UX1995-28,*,.,2118,1,4/14/2022,104,,,R,,0,80,
Kin22-SunRilHR-2119,UX1995,NC8248-1/NC08-23383,27.10.3,UX1995-41,+,.,2119,2,4/2/2022,92,,,S,,2,75,
Kin22-SunRilHR-2120,UX1995,NC8248-1/NC08-23383,27.10.4,UX1995-33,+,.,2120,2,4/13/2022,103,,,R,,0,90,
Kin22-SunRilHR-2121,UX1995,NC8248-1/NC08-23383,27.11.1,UX1995-165,+,.,2121,2,4/15/2022,105,,,R,,0,90,
Kin22-SunRilHR-2122,Parent,Parent,27.11.2,GA06493-13LE6,+,GA-81738,2122,1,4/13/2022,103,,,R,,0,85,
Kin22-SunRilHR-2123,Parent,Parent,27.11.3,AGS2000,+,GA-81903,2123,3,4/4/2022,94,,,R,,0,90,
Kin22-SunRilHR-2124,UX1995,NC8248-1/NC08-23383,27.11.4,UX1995-128,-,.,2124,2,4/7/2022,97,,,R10,,2,70,
Kin22-SunRilHR-2125,UX1995,NC8248-1/NC08-23383,27.12.1,UX1995-199,+,.,2125,2,4/11/2022,101,,,R,,1,90,
Kin22-SunRilHR-2126,UX1995,NC8248-1/NC08-23383,27.12.2,UX1995-106,-,.,2126,1,4/13/2022,103,,,R20,,0,70,
Kin22-SunRilHR-2127,UX1995,NC8248-1/NC08-23383,27.12.3,UX1995-137,*,.,2127,2,4/12/2022,102,,,R30,,0,90,
Kin22-SunRilHR-2128,UX1995,NC8248-1/NC08-23383,27.12.4,UX1995-122,-,.,2128,2,4/10/2022,100,,,R,,2,90,
Kin22-SunRilHR-2129,UX1995,NC8248-1/NC08-23383,27.13.1,UX1995-68,+,.,2129,2,4/11/2022,101,,,R10,,2,90,
Kin22-SunRilHR-2130,UX1995,NC8248-1/NC08-23383,27.13.2,UX1995-82,+,.,2130,2,4/8/2022,98,,,R,,0,80,
Kin22-SunRilHR-2131,UX1995,NC8248-1/NC08-23383,27.13.3,UX1995-6,+,.,2131,3,4/4/2022,94,,,R,,0,80,
Kin22-SunRilHR-2132,Parent,Parent,27.13.4,SS8641,-,R-7.1.3,2132,2,4/8/2022,98,,,R,,0,90,
Kin22-SunRilHR-2133,UX1995,NC8248-1/NC08-23383,27.14.1,UX1995-63,+,.,2133,1,4/11/2022,101,,,R,,4,85,
Kin22-SunRilHR-2134,Parent,Parent,27.14.2,LA09264C-P2,+,R-8.1.3,2134,4,3/27/2022,86,,,S50,,0,80,
Kin22-SunRilHR-2135,UX1995,NC8248-1/NC08-23383,27.14.3,UX1995-197,*,.,2135,4,3/27/2022,86,,,R10,,0,80,
Kin22-SunRilHR-2136,UX1995,NC8248-1/NC08-23383,27.14.4,UX1995-79,+,.,2136,4,4/1/2022,91,,,R20,,2,80,
Kin22-SunRilHR-2137,UX1995,NC8248-1/NC08-23383,27.15.1,UX1995-35,-,.,2137,2,4/13/2022,103,,,R,,3,80,
Kin22-SunRilHR-2138,UX1995,NC8248-1/NC08-23383,27.15.2,UX1995-89,-,.,2138,2,4/7/2022,97,,,R,,1,75,
Kin22-SunRilHR-2139,UX1995,NC8248-1/NC08-23383,27.15.3,UX1995-43,*,.,2139,3,4/4/2022,94,,,R10,,0,85,
Kin22-SunRilHR-2140,UX1995,NC8248-1/NC08-23383,27.15.4,UX1995-87,+,.,2140,2,4/8/2022,98,,,R,,0,80,
Kin22-SunRilHR-2141,UX1995,NC8248-1/NC08-23383,27.16.1,UX1995-161,-,.,2141,4,3/30/2022,89,,,R,,1,80,
Kin22-SunRilHR-2142,UX1995,NC8248-1/NC08-23383,27.16.2,UX1995-114,-,.,2142,4,4/2/2022,92,,,R,,0,80,
Kin22-SunRilHR-2143,UX1995,NC8248-1/NC08-23383,27.16.3,UX1995-169,+,.,2143,4,4/3/2022,93,,,R10,,0,85,
Kin22-SunRilHR-2144,Parent,Parent,27.16.4,GA001138-8E36,+,VA-37,2144,3,4/8/2022,98,,,R,,0,95,
Kin22-SunRilHR-2145,UX1995,NC8248-1/NC08-23383,27.17.1,UX1995-164,+,.,2145,2,4/11/2022,101,,,R,,0,95,
Kin22-SunRilHR-2146,UX1995,NC8248-1/NC08-23383,27.17.2,UX1995-129,-,.,2146,2,4/14/2022,104,,,R,,0,85,
Kin22-SunRilHR-2147,UX1995,NC8248-1/NC08-23383,27.17.3,UX1995-81,+,.,2147,1,4/14/2022,104,,,R,,3,85,
Kin22-SunRilHR-2148,UX1995,NC8248-1/NC08-23383,27.17.4,UX1995-45,+,.,2148,2,4/6/2022,96,,,R,,1,80,
Kin22-SunRilHR-2149,Parent,Parent,27.18.1,GA00190-7A14,+,VA-368,2149,2,4/5/2022,95,,,R10,,2,90,
Kin22-SunRilHR-2150,UX1995,NC8248-1/NC08-23383,27.18.2,UX1995-112,-,.,2150,3,4/7/2022,97,,,R20,,0,80,
Kin22-SunRilHR-2151,UX1995,NC8248-1/NC08-23383,27.18.3,UX1995-190,+,.,2151,3,4/9/2022,99,,,R,,2,85,
Kin22-SunRilHR-2152,UX1995,NC8248-1/NC08-23383,27.18.4,UX1995-11,-,.,2152,1,4/15/2022,105,,,R,,1,90,
Kin22-SunRilHR-2153,UX1995,NC8248-1/NC08-23383,27.19.1,UX1995-80,+,.,2153,1,4/13/2022,103,,,R,,0,100,
Kin22-SunRilHR-2154,UX1995,NC8248-1/NC08-23383,27.19.2,UX1995-4,*,.,2154,2,4/13/2022,103,,,R,,0,95,
Kin22-SunRilHR-2155,UX1995,NC8248-1/NC08-23383,27.19.3,UX1995-216,-,.,2155,4,3/31/2022,90,,,S40,,1,80,
Kin22-SunRilHR-2156,UX1995,NC8248-1/NC08-23383,27.19.4,UX1995-110,+,.,2156,3,4/4/2022,94,,,R,,1,85,
Kin22-SunRilHR-2157,UX1995,NC8248-1/NC08-23383,27.20.1,UX1995-109,+,.,2157,1,4/12/2022,102,,,R,,1,80,
Kin22-SunRilHR-2158,Parent,Parent,27.20.2,ARGA051160-14LE31,-,GA-81930,2158,2,4/12/2022,102,,,R,,0,90,
Kin22-SunRilHR-2159,UX1995,NC8248-1/NC08-23383,27.20.3,UX1995-136,-,.,2159,2,4/14/2022,104,,,R,,0,90,
Kin22-SunRilHR-2160,UX1995,NC8248-1/NC08-23383,27.20.4,UX1995-139,-,.,2160,3,4/5/2022,95,,,R,,2,80,
Kin22-SunRilHR-2161,Marker,Marker,28.1.1,Barley,+,.,2161,1,4/19/2022,109,,,,,,,
Kin22-SunRilHR-2162,UX2012,TX12D4896/HILLIARD,28.1.2,UX2012-256,+,.,2162,2,4/12/2022,102,,,,,1,110,
Kin22-SunRilHR-2163,UX2012,TX12D4896/HILLIARD,28.1.3,UX2012-159,+,.,2163,4,4/1/2022,91,,,,,1,90,
Kin22-SunRilHR-2164,UX2012,TX12D4896/HILLIARD,28.1.4,UX2012-214,+,.,2164,4,3/31/2022,90,,,,,0,95,
Kin22-SunRilHR-2165,UX2012,TX12D4896/HILLIARD,28.2.1,UX2012-233,+,.,2165,4,4/4/2022,94,,,,,0,105,
Kin22-SunRilHR-2166,Parent,Parent,28.2.2,LA09264C-P2,+,R-6.10.1,2166,4,3/27/2022,86,rust,,,,0,85,
Kin22-SunRilHR-2167,UX2012,TX12D4896/HILLIARD,28.2.3,UX2012-18,+,.,2167,2,4/7/2022,97,,,,,1,95,
Kin22-SunRilHR-2168,UX2012,TX12D4896/HILLIARD,28.2.4,UX2012-161,+,.,2168,3,4/5/2022,95,,,,,0,90,
Kin22-SunRilHR-2169,UX2012,TX12D4896/HILLIARD,28.3.1,UX2012-165,+,.,2169,2,4/12/2022,102,,,,,1,100,
Kin22-SunRilHR-2170,UX2012,TX12D4896/HILLIARD,28.3.2,UX2012-25,+,.,2170,4,4/3/2022,93,,,,,0,85,
Kin22-SunRilHR-2171,Parent,Parent,28.3.3,MPV57,-,R-12.10.1,2171,1,4/13/2022,103,,,,,1,85,
Kin22-SunRilHR-2172,UX2012,TX12D4896/HILLIARD,28.3.4,UX2012-1,+,.,2172,2,4/15/2022,105,,,,,0,95,
Kin22-SunRilHR-2173,Parent,Parent,28.4.1,AGS2000,+,VA-472,2173,4,4/1/2022,91,,,,,0,95,
Kin22-SunRilHR-2174,UX2012,TX12D4896/HILLIARD,28.4.2,UX2012-223,+,.,2174,4,4/3/2022,93,,,,,0,100,
Kin22-SunRilHR-2175,UX2012,TX12D4896/HILLIARD,28.4.3,UX2012-218,+,.,2175,2,4/15/2022,105,,,,,1,90,
Kin22-SunRilHR-2176,UX2012,TX12D4896/HILLIARD,28.4.4,UX2012-207,+,.,2176,3,4/4/2022,94,,,,,0,90,
Kin22-SunRilHR-2177,UX2012,TX12D4896/HILLIARD,28.5.1,UX2012-23,+,.,2177,2,4/8/2022,98,,,,,1,100,
Kin22-SunRilHR-2178,UX2012,TX12D4896/HILLIARD,28.5.2,UX2012-151,+,.,2178,3,4/3/2022,93,,,,,1,100,
Kin22-SunRilHR-2179,UX2012,TX12D4896/HILLIARD,28.5.3,UX2012-199,+,.,2179,3,4/3/2022,93,,,,,1,100,
Kin22-SunRilHR-2180,UX2012,TX12D4896/HILLIARD,28.5.4,UX2012-45,+,.,2180,2,4/12/2022,102,,,,,0,100,
Kin22-SunRilHR-2181,UX2012,TX12D4896/HILLIARD,28.6.1,UX2012-156,+,.,2181,3,4/5/2022,95,,,,,0,90,
Kin22-SunRilHR-2182,UX2012,TX12D4896/HILLIARD,28.6.2,UX2012-238,+,.,2182,4,3/31/2022,90,,,,,1,95,
Kin22-SunRilHR-2183,UX2012,TX12D4896/HILLIARD,28.6.3,UX2012-215,+,.,2183,2,4/15/2022,105,,,,,3,85,
Kin22-SunRilHR-2184,UX2012,TX12D4896/HILLIARD,28.6.4,UX2012-217,+,.,2184,4,3/30/2022,89,,,,,1,90,
Kin22-SunRilHR-2185,UX2012,TX12D4896/HILLIARD,28.7.1,UX2012-4,+,.,2185,2,4/10/2022,100,,,,,1,95,
Kin22-SunRilHR-2186,UX2012,TX12D4896/HILLIARD,28.7.2,UX2012-187,+,.,2186,2,4/5/2022,95,,,,,1,85,
Kin22-SunRilHR-2187,UX2012,TX12D4896/HILLIARD,28.7.3,UX2012-2,+,.,2187,3,4/2/2022,92,,,,,0,85,
Kin22-SunRilHR-2188,Parent,Parent,28.7.4,GA001138-8E36,+,K-1.8.4,2188,3,4/7/2022,97,,,,,1,105,
Kin22-SunRilHR-2189,UX2012,TX12D4896/HILLIARD,28.8.1,UX2012-19,+,.,2189,4,4/2/2022,92,,,,,0,95,
Kin22-SunRilHR-2190,Parent,Parent,28.8.2,Hilliard,+,VA-307,2190,1,4/12/2022,102,,,,,0,90,
Kin22-SunRilHR-2191,UX2012,TX12D4896/HILLIARD,28.8.3,UX2012-64,+,.,2191,3,4/3/2022,93,,,,,0,105,
Kin22-SunRilHR-2192,UX2012,TX12D4896/HILLIARD,28.8.4,UX2012-194,+,.,2192,3,4/3/2022,93,,,,,0,90,
Kin22-SunRilHR-2193,UX2012,TX12D4896/HILLIARD,28.9.1,UX2012-160,+,.,2193,2,4/13/2022,103,,,,,0,100,
Kin22-SunRilHR-2194,UX2012,TX12D4896/HILLIARD,28.9.2,UX2012-10,+,.,2194,1,4/14/2022,104,,,,,0,90,
Kin22-SunRilHR-2195,Parent,Parent,28.9.3,GA05450-EL52,+,R-10.1.4,2195,3,4/2/2022,92,,,,,1,95,
Kin22-SunRilHR-2196,UX2012,TX12D4896/HILLIARD,28.9.4,UX2012-220,+,.,2196,4,3/30/2022,89,,,,,1,90,
Kin22-SunRilHR-2197,UX2012,TX12D4896/HILLIARD,28.10.1,UX2012-20,+,.,2197,3,4/2/2022,92,,,,,1,80,
Kin22-SunRilHR-2198,UX2012,TX12D4896/HILLIARD,28.10.2,UX2012-241,+,.,2198,2,4/4/2022,94,,,,,0,85,
Kin22-SunRilHR-2199,UX2012,TX12D4896/HILLIARD,28.10.3,UX2012-17,+,.,2199,2,4/13/2022,103,,,,,1,90,
Kin22-SunRilHR-2200,UX2012,TX12D4896/HILLIARD,28.10.4,UX2012-239,+,.,2200,2,4/6/2022,96,,,,,0,95,
Kin22-SunRilHR-2201,Parent,Parent,28.11.1,SS8641,-,R-6.11.3,2201,3,4/8/2022,98,,,,,0,100,
Kin22-SunRilHR-2202,UX2012,TX12D4896/HILLIARD,28.11.2,UX2012-245,+,.,2202,3,4/4/2022,94,,,,,1,95,
Kin22-SunRilHR-2203,UX2012,TX12D4896/HILLIARD,28.11.3,UX2012-6,+,.,2203,4,4/2/2022,92,,,,,1,95,
Kin22-SunRilHR-2204,UX2012,TX12D4896/HILLIARD,28.11.4,UX2012-149,+,.,2204,2,4/4/2022,94,,,,,0,85,
Kin22-SunRilHR-2205,UX2012,TX12D4896/HILLIARD,28.12.1,UX2012-37,+,.,2205,4,4/3/2022,93,,,,,3,80,
Kin22-SunRilHR-2206,UX2012,TX12D4896/HILLIARD,28.12.2,UX2012-197,+,.,2206,1,4/19/2022,109,,,,,1,80,
Kin22-SunRilHR-2207,UX2012,TX12D4896/HILLIARD,28.12.3,UX2012-56,+,.,2207,2,4/18/2022,108,,,,,0,80,
Kin22-SunRilHR-2208,UX2012,TX12D4896/HILLIARD,28.12.4,UX2012-242,+,.,2208,2,4/11/2022,101,,,,,0,95,
Kin22-SunRilHR-2209,UX2012,TX12D4896/HILLIARD,28.13.1,UX2012-222,+,.,2209,4,4/1/2022,91,,,,,1,90,
Kin22-SunRilHR-2210,UX2012,TX12D4896/HILLIARD,28.13.2,UX2012-54,+,.,2210,3,4/1/2022,91,,,,,0,95,
Kin22-SunRilHR-2211,Parent,Parent,28.13.3,GA06493-13LE6,+,R-14.18.2,2211,2,4/9/2022,99,,,,,0,100,
Kin22-SunRilHR-2212,UX2012,TX12D4896/HILLIARD,28.13.4,UX2012-61,+,.,2212,2,4/14/2022,104,,,,,0,100,
Kin22-SunRilHR-2213,UX2012,TX12D4896/HILLIARD,28.14.1,UX2012-30,+,.,2213,2,4/23/2022,113,,,,,1,108,
Kin22-SunRilHR-2214,UX2012,TX12D4896/HILLIARD,28.14.2,UX2012-201,+,.,2214,2,4/14/2022,104,,,,,0,90,
Kin22-SunRilHR-2215,UX2012,TX12D4896/HILLIARD,28.14.3,UX2012-219,+,.,2215,2,4/15/2022,105,,,,,1,95,
Kin22-SunRilHR-2216,UX2012,TX12D4896/HILLIARD,28.14.4,UX2012-155,+,.,2216,3,4/4/2022,94,,,,,0,90,
Kin22-SunRilHR-2217,UX2012,TX12D4896/HILLIARD,28.15.1,UX2012-47,+,.,2217,4,4/4/2022,94,,,,,1,90,
Kin22-SunRilHR-2218,Parent,Parent,28.15.2,NC8248-1,+,VA-267,2218,4,3/30/2022,89,,,,,0,85,
Kin22-SunRilHR-2219,UX2012,TX12D4896/HILLIARD,28.15.3,UX2012-41,+,.,2219,4,3/31/2022,90,,,,,0,85,
Kin22-SunRilHR-2220,UX2012,TX12D4896/HILLIARD,28.15.4,UX2012-167,+,.,2220,3,4/4/2022,94,,,,,0,85,
Kin22-SunRilHR-2221,UX2012,TX12D4896/HILLIARD,28.16.1,UX2012-152,+,.,2221,2,4/15/2022,105,,,,,1,95,
Kin22-SunRilHR-2222,UX2012,TX12D4896/HILLIARD,28.16.2,UX2012-52,+,.,2222,3,4/5/2022,95,,,,,0,85,
Kin22-SunRilHR-2223,UX2012,TX12D4896/HILLIARD,28.16.3,UX2012-166,+,.,2223,3,4/4/2022,94,,,,,0,80,
Kin22-SunRilHR-2224,UX2012,TX12D4896/HILLIARD,28.16.4,UX2012-50,+,.,2224,2,4/12/2022,102,,,,,0,90,
Kin22-SunRilHR-2225,UX2012,TX12D4896/HILLIARD,28.17.1,UX2012-55,+,.,2225,1,4/14/2022,104,,,,,1,95,
Kin22-SunRilHR-2226,UX2012,TX12D4896/HILLIARD,28.17.2,UX2012-29,+,.,2226,2,4/3/2022,93,,,,,2,100,
Kin22-SunRilHR-2227,Parent,Parent,28.17.3,TX12D4896,+,K-2.7.3,2227,3,4/5/2022,95,,,,,1,90,
Kin22-SunRilHR-2228,UX2012,TX12D4896/HILLIARD,28.17.4,UX2012-34,+,.,2228,3,4/4/2022,94,,,,,0,100,
Kin22-SunRilHR-2229,UX2012,TX12D4896/HILLIARD,28.18.1,UX2012-7,+,.,2229,1,4/12/2022,102,,,,,1,90,
Kin22-SunRilHR-2230,UX2012,TX12D4896/HILLIARD,28.18.2,UX2012-190,+,.,2230,1,4/13/2022,103,,,,,0,90,
Kin22-SunRilHR-2231,UX2012,TX12D4896/HILLIARD,28.18.3,UX2012-31,+,.,2231,3,4/8/2022,98,,,,,0,95,
Kin22-SunRilHR-2232,Parent,Parent,28.18.4,GA00190-7A14,+,R-17.20.1,2232,1,4/7/2022,97,,,,,0,90,
Kin22-SunRilHR-2233,Parent,Parent,28.19.1,NC08-23383,-,R-2.1.2,2233,2,4/13/2022,103,,,,,1,85,
Kin22-SunRilHR-2234,UX2012,TX12D4896/HILLIARD,28.19.2,UX2012-16,+,.,2234,2,4/13/2022,103,,,,,1,95,
Kin22-SunRilHR-2235,UX2012,TX12D4896/HILLIARD,28.19.3,UX2012-150,+,.,2235,1,4/15/2022,105,,,,,0,95,
Kin22-SunRilHR-2236,UX2012,TX12D4896/HILLIARD,28.19.4,UX2012-22,+,.,2236,1,4/14/2022,104,,,,,0,90,
Kin22-SunRilHR-2237,UX2012,TX12D4896/HILLIARD,28.20.1,UX2012-3,+,.,2237,4,4/4/2022,94,,,,,0,85,
Kin22-SunRilHR-2238,UX2012,TX12D4896/HILLIARD,28.20.2,UX2012-191,+,.,2238,2,4/8/2022,98,,,,,0,95,
Kin22-SunRilHR-2239,UX2012,TX12D4896/HILLIARD,28.20.3,UX2012-40,+,.,2239,2,4/21/2022,111,,,,,1,85,
Kin22-SunRilHR-2240,Parent,Parent,28.20.4,ARGA051160-14LE31,-,VA-510,2240,2,4/11/2022,101,,,,,0,90,
Kin22-SunRilHR-2241,Marker,Marker,29.1.1,Barley,+,.,2241,1,4/21/2022,111,,,,,,,
Kin22-SunRilHR-2242,UX2023,AGS2000/HILLIARD,29.1.2,UX2023-161,+,.,2242,3,4/12/2022,102,,,R20,,0,85,
Kin22-SunRilHR-2243,UX2023,AGS2000/HILLIARD,29.1.3,UX2023-49,+,.,2243,4,3/31/2022,90,,,S50,,1,75,
Kin22-SunRilHR-2244,UX2023,AGS2000/HILLIARD,29.1.4,UX2023-127,+,.,2244,1,4/13/2022,103,,,R20,,3,75,
Kin22-SunRilHR-2245,UX2023,AGS2000/HILLIARD,29.2.1,UX2023-38,+,.,2245,2,4/11/2022,101,,,R10,,0,85,
Kin22-SunRilHR-2246,UX2023,AGS2000/HILLIARD,29.2.2,UX2023-130,+,.,2246,2,4/11/2022,101,,,R,,1,95,
Kin22-SunRilHR-2247,UX2023,AGS2000/HILLIARD,29.2.3,UX2023-151,+,.,2247,2,4/15/2022,105,,,R,,0,90,
Kin22-SunRilHR-2248,Parent,Parent,29.2.4,ARGA051160-14LE31,-,GA-81930,2248,2,4/12/2022,102,,,R,,1,90,
Kin22-SunRilHR-2249,UX2023,AGS2000/HILLIARD,29.3.1,UX2023-165,+,.,2249,2,4/12/2022,102,,,R,,0,80,
Kin22-SunRilHR-2250,Parent,Parent,29.3.2,GA00190-7A14,+,VA-368,2250,2,4/7/2022,97,,,R10,,0,75,
Kin22-SunRilHR-2251,UX2023,AGS2000/HILLIARD,29.3.3,UX2023-15,+,.,2251,2,4/14/2022,104,,,R,,0,80,
Kin22-SunRilHR-2252,UX2023,AGS2000/HILLIARD,29.3.4,UX2023-142,+,.,2252,3,4/13/2022,103,,,R10,,0,85,
Kin22-SunRilHR-2253,UX2023,AGS2000/HILLIARD,29.4.1,UX2023-152,+,.,2253,2,4/15/2022,105,,,R,,1,80,
Kin22-SunRilHR-2254,UX2023,AGS2000/HILLIARD,29.4.2,UX2023-146,+,.,2254,2,4/8/2022,98,,,R10,,0,90,
Kin22-SunRilHR-2255,UX2023,AGS2000/HILLIARD,29.4.3,UX2023-169,+,.,2255,3,4/5/2022,95,,,R,,0,90,
Kin22-SunRilHR-2256,UX2023,AGS2000/HILLIARD,29.4.4,UX2023-29,+,.,2256,4,3/31/2022,90,,,R,,1,85,
Kin22-SunRilHR-2257,UX2023,AGS2000/HILLIARD,29.5.1,UX2023-166,+,.,2257,3,4/13/2022,103,,,R,,0,100,
Kin22-SunRilHR-2258,UX2023,AGS2000/HILLIARD,29.5.2,UX2023-31,+,.,2258,3,4/6/2022,96,,,R,,0,100,
Kin22-SunRilHR-2259,Parent,Parent,29.5.3,NC8248-1,+,R-5.1.4,2259,4,4/1/2022,91,,,R,,0,95,
Kin22-SunRilHR-2260,UX2023,AGS2000/HILLIARD,29.5.4,UX2023-162,+,.,2260,3,4/7/2022,97,,,R,,1,100,
Kin22-SunRilHR-2261,Parent,Parent,29.6.1,Hilliard,+,VA-36,2261,2,4/13/2022,103,,,R,,0,80,
Kin22-SunRilHR-2262,UX2023,AGS2000/HILLIARD,29.6.2,UX2023-158,+,.,2262,2,4/15/2022,105,,,R,,0,95,
Kin22-SunRilHR-2263,UX2023,AGS2000/HILLIARD,29.6.3,UX2023-148,+,.,2263,2,4/13/2022,103,,,R,,0,90,
Kin22-SunRilHR-2264,UX2023,AGS2000/HILLIARD,29.6.4,UX2023-25,+,.,2264,4,3/28/2022,87,,,R,,0,75,
Kin22-SunRilHR-2265,UX2023,AGS2000/HILLIARD,29.7.1,UX2023-155,+,.,2265,4,3/26/2022,85,,,R,,0,75,
Kin22-SunRilHR-2266,UX2023,AGS2000/HILLIARD,29.7.2,UX2023-43,+,.,2266,3,3/28/2022,87,,,R,,0,85,
Kin22-SunRilHR-2267,UX2023,AGS2000/HILLIARD,29.7.3,UX2023-168,+,.,2267,2,4/13/2022,103,,,R,,0,95,
Kin22-SunRilHR-2268,UX2023,AGS2000/HILLIARD,29.7.4,UX2023-159,+,.,2268,3,4/1/2022,91,,,R,,1,90,
Kin22-SunRilHR-2269,UX2023,AGS2000/HILLIARD,29.8.1,UX2023-147,+,.,2269,2,4/14/2022,104,,,40,,0,90,
Kin22-SunRilHR-2270,Parent,Parent,29.8.2,AGS2000,+,GA-81903,2270,3,4/3/2022,93,,,R,,0,90,
Kin22-SunRilHR-2271,UX2023,AGS2000/HILLIARD,29.8.3,UX2023-163,+,.,2271,4,3/29/2022,88,,,R,,2,90,
Kin22-SunRilHR-2272,UX2023,AGS2000/HILLIARD,29.8.4,UX2023-34,+,.,2272,2,4/7/2022,97,,,S50,,3,100,
Kin22-SunRilHR-2273,UX2023,AGS2000/HILLIARD,29.9.1,UX2023-26,+,.,2273,3,4/2/2022,92,,,R,,1,80,
Kin22-SunRilHR-2274,UX2023,AGS2000/HILLIARD,29.9.2,UX2023-149,+,.,2274,2,4/10/2022,100,,,R,,0,85,
Kin22-SunRilHR-2275,Parent,Parent,29.9.3,GA05450-EL52,+,R-10.1.2,2275,3,4/3/2022,93,,,R20,,0,85,
Kin22-SunRilHR-2276,UX2023,AGS2000/HILLIARD,29.9.4,UX2023-145,+,.,2276,2,4/14/2022,104,,,R20,,3,90,
Kin22-SunRilHR-2277,UX2023,AGS2000/HILLIARD,29.10.1,UX2023-167,+,.,2277,3,4/7/2022,97,,,R,,0,90,
Kin22-SunRilHR-2278,UX2023,AGS2000/HILLIARD,29.10.2,UX2023-35,+,.,2278,2,4/9/2022,99,,,R,,2,95,
Kin22-SunRilHR-2279,UX2023,AGS2000/HILLIARD,29.10.3,UX2023-154,+,.,2279,2,4/9/2022,99,,,R,,0,95,
Kin22-SunRilHR-2280,UX2023,AGS2000/HILLIARD,29.10.4,UX2023-45,+,.,2280,2,4/12/2022,102,,,R,,0,100,
Kin22-SunRilHR-2281,UX2023,AGS2000/HILLIARD,29.11.1,UX2023-52,+,.,2281,4,4/1/2022,91,rust,,S60,,0,75,
Kin22-SunRilHR-2282,Parent,Parent,29.11.2,SS8641,-,R-7.1.3,2282,3,4/5/2022,95,,,R,,0,95,
Kin22-SunRilHR-2283,UX2023,AGS2000/HILLIARD,29.11.3,UX2023-20,+,.,2283,2,4/11/2022,101,,,R,,0,65,
Kin22-SunRilHR-2284,UX2023,AGS2000/HILLIARD,29.11.4,UX2023-156,+,.,2284,2,4/12/2022,102,,,R10,,1,100,
Kin22-SunRilHR-2285,UX2023,AGS2000/HILLIARD,29.12.1,UX2023-137,+,.,2285,3,4/6/2022,96,,,M30,,1,90,
Kin22-SunRilHR-2286,UX2023,AGS2000/HILLIARD,29.12.2,UX2023-39,+,.,2286,4,4/1/2022,91,,,R,,2,85,
Kin22-SunRilHR-2287,Parent,Parent,29.12.3,GA001138-8E36,+,VA-37,2287,4,4/4/2022,94,,,R,,0,110,
Kin22-SunRilHR-2288,UX2029,MPV57/GA06493-13LE6,29.12.4,UX2029-109,+,.,2288,2,4/7/2022,97,,,R10,,1,100,
